AU011858,            ONE,     00,
19230116, 0600,  , TD, 21.0S, 113.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 1200,  , TD, 21.2S, 113.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 1800,  , TD, 21.7S, 113.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 0000,  , TD, 22.4S, 112.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 0600,  , TD, 23.3S, 112.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 1200,  , TD, 24.5S, 112.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 1800,  , TD, 25.8S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230118, 0000,  , TD, 27.1S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230118, 0600,  , TD, 28.2S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230118, 1200,  , TD, 29.2S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230118, 1800,  , TD, 30.1S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230119, 0000,  , TD, 31.0S, 112.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU021923,            TWO,     00,
19230111, 0600,  , TD, 20.4S, 115.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230111, 1200,  , TD, 20.3S, 115.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230111, 1800,  , TD, 20.3S, 114.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230112, 0000,  , TD, 20.4S, 114.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230112, 0600,  , TD, 20.7S, 114.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230112, 1200,  , TD, 21.2S, 113.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230112, 1800,  , TD, 21.9S, 113.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230113, 0000,  , TD, 22.7S, 113.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230113, 0600,  , TD, 23.6S, 112.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230113, 1200,  , TD, 24.5S, 112.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230113, 1800,  , TD, 25.4S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230114, 0000,  , TD, 26.3S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230114, 0600,  , TD, 27.3S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230114, 1200,  , TD, 28.4S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230114, 1800,  , TD, 29.5S, 112.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230115, 0000,  , TD, 30.5S, 112.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230115, 0600,  , TD, 31.3S, 112.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230115, 1200,  , TD, 31.8S, 113.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230115, 1800,  , TD, 32.1S, 113.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 0000,  , TD, 32.2S, 113.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 0600,  , TD, 32.3S, 114.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 1200,  , TD, 32.3S, 114.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230116, 1800,  , TD, 32.4S, 114.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 0000,  , TD, 32.4S, 114.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230117, 0600,  , TD, 32.4S, 114.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU031923,            THREE,     00,
19230121, 0600,  , TD, 17.9S, 114.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230121, 1200,  , TD, 18.3S, 114.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230121, 1800,  , TD, 18.8S, 113.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230122, 0000,  , TD, 19.3S, 113.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230122, 0600,  , TD, 19.9S, 112.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230122, 1200,  , TD, 20.6S, 112.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230122, 1800,  , TD, 21.4S, 112.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230123, 0000,  , TD, 22.3S, 111.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230123, 0600,  , TD, 23.2S, 111.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230123, 1200,  , TD, 24.0S, 110.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230123, 1800,  , TD, 24.9S, 110.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230124, 0000,  , TD, 25.8S, 110.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230124, 0600,  , TD, 26.8S, 110.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230124, 1200,  , TD, 27.9S, 110.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230124, 1800,  , TD, 29.2S, 110.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230125, 0000,  , TD, 30.5S, 110.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230125, 0600,  , TD, 31.8S, 110.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU041923,            FOUR,     00,
19230221, 0600,  , TD, 15.9S, 115.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230221, 1200,  , TD, 15.8S, 115.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230221, 1800,  , TD, 15.7S, 115.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 0000,  , TD, 15.9S, 114.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 0600,  , TD, 16.2S, 114.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 1200,  , TD, 16.8S, 113.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 1800,  , TD, 17.7S, 112.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 0000,  , TD, 18.7S, 111.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 0600,  , TD, 19.7S, 110.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 1200,  , TD, 20.7S, 109.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 1800,  , TD, 21.7S, 109.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 0000,  , TD, 22.7S, 109.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 0600,  , TD, 23.7S, 109.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 1200,  , TD, 24.5S, 109.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 1800,  , TD, 25.4S, 109.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 0000,  , TD, 26.3S, 109.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 0600,  , TD, 27.3S, 110.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 1200,  , TD, 28.5S, 110.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 1800,  , TD, 29.9S, 111.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 0000,  , TD, 31.4S, 113.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 0600,  , TD, 32.9S, 114.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU051923,            FIVE,     00,
19230222, 0000,  , TD, 11.1S, 150.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 0600,  , TD, 11.4S, 150.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 1200,  , TD, 11.7S, 149.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230222, 1800,  , TD, 12.0S, 148.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 0000,  , TD, 12.4S, 147.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 0600,  , TD, 12.7S, 147.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 1200,  , TD, 13.1S, 147.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230223, 1800,  , TD, 13.6S, 147.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 0000,  , TD, 14.2S, 147.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 0600,  , TD, 15.0S, 148.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 1200,  , TD, 15.6S, 149.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230224, 1800,  , TD, 15.8S, 150.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 0000,  , TD, 16.2S, 152.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 0600,  , TD, 16.9S, 154.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 1200,  , TD, 18.2S, 156.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230225, 1800,  , TD, 20.0S, 157.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 0000,  , TD, 22.0S, 158.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 0600,  , TD, 23.8S, 158.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 1200,  , TD, 25.5S, 159.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230226, 1800,  , TD, 27.0S, 160.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU061923,            SIX,     00,
19230308, 0000,  , TD, 12.5S, 125.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230308, 0600,  , TD, 12.9S, 125.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230308, 1200,  , TD, 13.2S, 124.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230308, 1800,  , TD, 13.5S, 124.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230309, 0000,  , TD, 13.8S, 123.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230309, 0600,  , TD, 14.3S, 122.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230309, 1200,  , TD, 14.9S, 122.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230309, 1800,  , TD, 15.4S, 121.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230310, 0000,  , TD, 15.9S, 120.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU071923,            SEVEN,     00,
19230311, 0600,  , TD, 24.8S, 115.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230311, 1200,  , TD, 24.9S, 114.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230311, 1800,  , TD, 25.0S, 113.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230312, 0000,  , TD, 25.0S, 112.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230312, 0600,  , TD, 25.1S, 112.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230312, 1200,  , TD, 25.1S, 111.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230312, 1800,  , TD, 25.1S, 111.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230313, 0000,  , TD, 25.1S, 111.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230313, 0600,  , TD, 25.1S, 110.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU081923,            EIGHT,     00,
19230318, 0600,  , TD, 13.1S, 117.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230318, 1200,  , TD, 13.2S, 117.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230318, 1800,  , TD, 13.4S, 117.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230319, 0000,  , TD, 13.5S, 117.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230319, 0600,  , TD, 13.6S, 117.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230319, 1200,  , TD, 13.8S, 116.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230319, 1800,  , TD, 13.9S, 116.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230320, 0000,  , TD, 14.2S, 116.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230320, 0600,  , TD, 14.4S, 116.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230320, 1200,  , TD, 14.8S, 115.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230320, 1800,  , TD, 15.1S, 115.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 0000,  , TD, 16.6S, 115.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 0600,  , TD, 16.5S, 115.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 1200,  , TD, 16.5S, 115.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 1800,  , TD, 16.7S, 115.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 0000,  , TD, 17.0S, 115.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 0600,  , TD, 17.6S, 114.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 1200,  , TD, 18.3S, 114.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 1800,  , TD, 19.1S, 113.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 0000,  , TD, 19.9S, 113.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 0600,  , TD, 20.3S, 112.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 1200,  , TD, 20.6S, 112.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 1800,  , TD, 21.1S, 112.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 0000,  , TD, 21.8S, 112.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 0600,  , TD, 23.1S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 1200,  , TD, 24.6S, 111.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 1800,  , TD, 26.3S, 111.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 0000,  , TD, 27.8S, 111.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 0600,  , TD, 29.1S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 1200,  , TD, 30.1S, 112.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 1800,  , TD, 31.0S, 113.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230326, 0000,  , TD, 31.8S, 115.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU091923,            NINE,     00,
19230321, 0000,  , TD, 12.0S, 146.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 0600,  , TD, 11.9S, 145.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 1200,  , TD, 11.8S, 145.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230321, 1800,  , TD, 11.7S, 145.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 0000,  , TD, 11.7S, 145.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 0600,  , TD, 11.6S, 145.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 1200,  , TD, 11.6S, 145.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230322, 1800,  , TD, 11.6S, 145.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 0000,  , TD, 11.5S, 145.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 0600,  , TD, 11.4S, 144.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 1200,  , TD, 11.2S, 144.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230323, 1800,  , TD, 11.1S, 144.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 0000,  , TD, 11.0S, 144.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 0600,  , TD, 11.0S, 143.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 1200,  , TD, 10.9S, 143.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230324, 1800,  , TD, 10.9S, 143.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 0000,  , TD, 10.8S, 143.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 0600,  , TD, 10.6S, 143.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 1200,  , TD, 10.4S, 142.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230325, 1800,  , TD, 10.1S, 142.7E,  25,  991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230326, 0000,  , TD, 9.9S, 142.9E,  25,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230326, 0600,  , TD, 9.7S, 143.8E,  25,  988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230326, 1200,  , TD, 9.8S, 144.2E,  25,  987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230326, 1800,  , TD, 11.2S, 144.5E,  25,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230327, 0000,  , TD, 11.9S, 144.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230327, 0600,  , TD, 11.9S, 143.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230327, 1200,  , TD, 11.6S, 143.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230327, 1800,  , TD, 11.5S, 142.8E,  25,  984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230328, 0000,  , TD, 11.7S, 142.3E,  25,  987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230328, 0600,  , TD, 12.0S, 141.9E,  25,  987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230328, 1200,  , TD, 12.4S, 141.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230328, 1800,  , TD, 12.7S, 140.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230329, 0000,  , TD, 12.9S, 140.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230329, 0600,  , TD, 13.2S, 139.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230329, 1200,  , TD, 13.4S, 139.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230329, 1800,  , TD, 13.7S, 138.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230330, 0000,  , TD, 13.8S, 138.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230330, 0600,  , TD, 13.9S, 137.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230330, 1200,  , TD, 14.1S, 136.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230330, 1800,  , TD, 14.3S, 136.3E,  25,  975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230331, 0000,  , TD, 14.5S, 135.9E,  25,  976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230331, 0600,  , TD, 14.8S, 135.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230331, 1200,  , TD, 15.0S, 134.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230331, 1800,  , TD, 15.0S, 134.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU101923,            TEN,     00,
19230411, 0000,  , TD, 21.3S, 156.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230411, 0600,  , TD, 22.1S, 155.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230411, 1200,  , TD, 23.0S, 155.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230411, 1800,  , TD, 23.9S, 155.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230412, 0000,  , TD, 24.7S, 156.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230412, 0600,  , TD, 25.4S, 156.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230412, 1200,  , TD, 26.1S, 156.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230412, 1800,  , TD, 26.6S, 157.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230413, 0000,  , TD, 27.1S, 157.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230413, 0600,  , TD, 27.7S, 158.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230413, 1200,  , TD, 28.1S, 158.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230413, 1800,  , TD, 28.2S, 159.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230414, 0000,  , TD, 27.9S, 160.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230414, 0600,  , TD, 27.6S, 161.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230414, 1200,  , TD, 27.1S, 162.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19230414, 1800,  , TD, 26.6S, 163.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU111923,            ELEVEN,     00,
19230426, 0000,  , TD, 22.4S, 153.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
